Ticket ID,Customer Name,Customer Email,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Subject,Ticket Description,Ticket Status,Resolution,Ticket Priority,Ticket Channel,First Response Time,Time to Resolution,Customer Satisfaction Rating
1031,1759,1176,67,0,39,173,4,9,82,0,958,3,2,13,1921,1.0
1033,1085,1295,44,0,38,466,3,7,2470,0,609,3,1,633,770,5.0
1035,2203,49,31,0,7,251,4,15,1918,0,1760,2,2,1996,1223,4.0
1038,1319,322,47,2,29,305,4,4,2227,0,1973,2,0,391,2039,5.0
1040,1309,2238,56,0,6,113,0,1,844,0,69,1,0,339,619,2.0
1041,428,1223,69,0,15,475,3,4,2128,0,1035,3,0,891,1158,1.0
1043,2015,2144,64,1,21,190,2,12,1224,0,556,1,0,2231,2006,4.0
1046,853,1468,53,1,29,445,2,4,877,0,270,1,1,2126,1454,2.0
1048,2375,820,42,1,26,640,2,11,249,0,1632,1,0,111,398,4.0
1049,812,448,57,2,24,417,3,2,832,0,1171,0,3,2411,1406,2.0
1061,2258,2294,52,0,27,498,2,5,168,0,1521,1,2,2548,573,3.0
1063,2249,2422,64,2,30,644,2,8,665,0,248,3,2,1127,1260,4.0
1064,1551,2396,66,1,38,110,2,8,1646,0,980,3,2,2050,1481,2.0
1068,1276,163,67,0,16,368,3,5,130,0,99,2,0,72,1777,5.0
1069,1236,1481,49,1,23,160,3,15,1205,0,1611,2,1,417,2107,4.0
1070,273,1409,41,0,36,501,1,2,2127,0,1434,3,3,968,1749,4.0
1072,2074,2453,52,1,27,302,1,12,1294,0,812,2,0,710,1041,5.0
1073,1259,1336,34,2,25,703,3,11,1969,0,2441,3,0,717,519,1.0
1074,1561,671,20,2,2,662,1,3,1348,0,488,3,0,2308,2256,2.0
1090,902,2183,40,0,22,170,0,5,2153,0,671,2,3,515,1486,3.0
1092,818,85,44,0,33,208,0,2,1035,0,2096,2,2,2047,18,3.0
1095,760,2624,37,2,20,684,3,10,2570,0,464,2,3,1922,2310,2.0
1102,1736,1693,67,0,41,702,1,15,1214,0,1749,0,0,600,1012,4.0
1105,1910,1027,19,2,32,214,2,1,556,0,1442,0,3,1953,1006,5.0
1110,2477,1533,36,1,28,169,1,0,851,0,2493,2,1,199,2371,1.0
1111,2674,558,41,2,17,485,2,6,942,0,2530,2,1,2081,902,4.0
1114,30,97,25,0,11,335,2,9,2076,0,1826,0,3,176,1217,4.0
1118,2212,1221,33,0,17,334,4,14,1352,0,1160,0,3,12,271,5.0
1125,525,911,21,0,8,629,3,15,740,0,2140,1,3,1114,859,5.0
1127,2381,1757,23,2,31,429,4,13,1759,0,2652,1,3,2252,1368,4.0
1130,1862,1235,62,2,10,392,3,1,2366,0,1066,3,3,567,296,1.0
1136,1492,764,36,1,21,158,4,15,1515,0,1555,3,3,761,454,2.0
1143,1365,125,43,0,40,100,4,4,1553,0,946,0,2,667,1219,2.0
1146,1483,986,43,2,25,336,2,9,817,0,7,1,3,1933,2473,4.0
1151,2243,1303,49,2,36,417,0,8,1373,0,1343,1,2,919,1269,2.0
1154,1896,2654,21,1,7,165,3,13,1226,0,615,1,3,254,2528,2.0
1158,2033,1705,21,1,14,460,0,8,2329,0,840,2,3,2488,1811,2.0
1165,292,2257,18,0,40,138,3,6,271,0,128,0,2,1263,44,5.0
1166,1233,1227,53,0,22,259,4,5,1296,0,2451,3,0,35,1049,5.0
1167,203,2394,25,2,37,468,1,12,2414,0,2537,3,2,1589,401,5.0
1169,1935,2062,68,0,13,118,2,3,1865,0,108,3,1,2037,1577,4.0
1172,1571,1861,66,0,1,171,4,8,2062,0,1271,1,1,1645,2152,2.0
1175,2104,375,25,1,15,92,1,12,1019,0,1643,1,2,969,1612,1.0
1178,866,2292,39,1,30,166,1,8,1510,0,2428,2,0,1192,2370,4.0
1183,1463,1774,42,1,38,399,0,13,217,0,456,3,0,2333,308,2.0
1184,2131,223,38,1,25,424,4,13,2499,0,393,1,0,2086,2288,5.0
1186,947,1192,54,0,40,411,0,5,2096,0,852,1,0,2111,2034,4.0
1188,1465,1539,54,0,38,340,4,8,387,0,1863,3,1,1124,1030,5.0
1189,985,2467,21,1,9,160,3,12,2433,0,1952,0,1,332,116,3.0
1190,1214,1269,49,0,5,158,1,0,343,0,736,3,0,99,763,5.0
1191,1304,2038,38,1,16,333,4,7,1028,0,2408,2,2,1299,2393,2.0
1194,1904,2675,35,0,41,228,1,9,528,0,1721,0,3,2412,1189,4.0
1199,2171,1902,54,2,11,690,3,5,2528,0,1528,2,3,2511,386,5.0
1206,1092,1939,27,0,12,373,3,4,2161,0,791,2,2,1043,2190,5.0
1208,1962,2234,52,0,21,232,0,7,701,0,2348,3,1,1791,1997,5.0
1209,1493,1483,31,2,2,179,2,9,2275,0,2384,3,2,1416,1596,3.0
1213,2633,770,65,1,16,610,0,7,2407,0,1980,1,0,1144,1698,4.0
1217,1679,171,24,2,22,428,3,11,1549,0,792,0,1,388,2592,5.0
1218,715,1403,30,0,41,253,1,9,1075,0,1839,3,0,2313,213,5.0
1224,2230,2181,58,2,3,255,0,15,2049,0,1406,2,1,1217,624,5.0
1229,1593,608,58,2,37,558,1,6,300,0,2039,0,1,2293,2042,4.0
1232,1459,564,66,2,0,10,1,3,764,0,2082,0,3,1448,451,1.0
1240,1255,1794,19,2,7,55,1,8,27,0,2267,0,1,196,2566,1.0
1243,1687,1930,50,0,19,194,0,1,1516,0,2704,2,2,2302,700,5.0
1248,2662,100,38,0,30,580,3,3,825,0,1732,1,3,2480,125,1.0
1250,1359,667,40,1,22,390,0,12,1645,0,764,1,2,2324,1800,3.0
1256,2020,1729,38,2,16,281,4,7,361,0,532,1,3,27,2215,2.0
1257,2431,88,56,2,18,699,3,0,489,0,2674,3,1,390,305,5.0
1265,1603,935,35,1,37,373,4,7,2152,0,64,2,1,1454,75,5.0
1266,2169,881,62,0,26,597,0,8,138,0,1210,0,3,1938,2447,5.0
1267,1712,1786,27,2,11,539,4,8,1158,0,2629,2,0,2500,2021,5.0
1270,492,2019,62,0,9,331,0,2,650,0,214,1,2,852,1998,4.0
1272,88,2033,47,1,22,198,1,5,1577,0,2287,0,0,1477,1328,1.0
1277,2274,1598,25,1,13,304,0,3,471,0,1727,0,3,530,302,2.0
1278,1187,2549,29,0,5,326,2,4,1923,0,1933,0,1,1221,1786,1.0
1279,984,1563,48,0,20,701,0,11,2639,0,1888,3,1,377,1586,4.0
1281,396,966,53,2,10,539,3,1,635,0,2001,3,1,623,1732,1.0
1283,745,1477,48,0,17,491,2,11,2553,0,1761,0,2,1750,2471,1.0
1294,540,1767,50,2,10,162,1,6,969,0,1904,0,0,2443,139,2.0
1296,410,2116,21,1,25,679,1,10,2476,0,495,3,1,491,702,5.0
1297,508,1609,66,1,1,40,0,15,1131,0,2025,2,3,739,985,2.0
1299,72,1089,63,0,23,84,0,8,2601,0,1090,1,2,695,284,4.0
1301,1526,2643,63,1,35,12,3,13,1141,0,2179,2,3,916,1653,2.0
1306,2489,1301,66,0,20,186,1,10,2655,0,971,1,2,538,1120,4.0
1307,1356,382,63,2,24,26,3,5,2577,0,1,0,0,1137,470,3.0
1310,2641,387,59,1,25,552,0,9,1927,0,2143,3,1,1966,1034,5.0
1311,397,2700,56,2,6,68,2,12,1787,0,1689,0,3,2299,744,4.0
1312,2114,1528,65,0,36,404,3,15,1889,0,1158,3,3,419,644,1.0
1314,1688,2332,28,0,34,642,1,15,42,0,2097,0,3,2400,369,3.0
1316,380,640,67,1,21,452,3,8,150,0,1033,1,2,2455,672,5.0
1317,1086,866,40,0,8,356,3,3,578,0,2628,3,0,357,25,1.0
1320,1543,863,34,0,30,535,4,8,943,0,1506,2,0,1665,762,1.0
1329,267,2444,55,2,8,105,4,1,1984,0,380,3,0,2199,2028,2.0
1330,2223,1148,38,0,27,171,2,1,1008,0,126,3,2,1123,1053,3.0
1332,1139,2278,38,1,5,0,4,8,1660,0,970,2,2,1377,749,3.0
1333,1972,1602,69,0,38,393,2,1,2050,0,2717,2,2,247,2219,5.0
1334,582,1508,70,1,14,240,0,2,2222,0,2012,1,0,1092,13,5.0
1336,2282,2466,31,1,41,44,0,14,176,0,229,2,1,277,146,5.0
1337,1079,331,33,0,14,428,0,9,1710,0,1189,0,2,734,134,5.0
1340,708,2376,45,0,25,236,3,3,819,0,1213,0,1,443,5,5.0
1342,942,1655,20,1,15,605,2,8,1498,0,1419,2,3,170,1226,2.0
1344,956,1837,51,0,35,287,0,8,199,0,1894,0,0,1662,684,2.0
1347,957,927,64,0,9,118,3,11,1060,0,2634,1,0,966,371,4.0
1351,1762,1000,46,0,18,10,4,13,366,0,571,1,3,2168,988,1.0
1352,1946,2556,18,1,21,405,3,2,2023,0,2191,0,3,2012,534,4.0
1354,876,1421,69,1,32,376,4,9,1948,0,1293,2,2,2594,1070,5.0
1355,548,2528,46,0,41,57,0,11,2236,0,1977,1,0,18,239,3.0
1356,317,5,58,2,25,545,3,10,2399,0,2689,1,2,1565,2376,1.0
1357,551,2251,45,1,34,174,4,4,1469,0,351,2,0,878,2600,2.0
1358,1811,1588,36,1,24,610,0,1,1160,0,2457,1,0,75,1841,3.0
1362,379,1445,51,1,0,542,1,11,911,0,670,3,2,172,784,3.0
1371,2088,1198,46,1,5,531,4,3,826,0,2246,0,3,1673,1306,5.0
1373,323,2672,30,0,32,122,3,11,599,0,1955,2,0,2358,19,1.0
1374,182,2100,46,1,17,49,0,2,2591,0,2706,3,3,2413,2411,3.0
1378,2566,504,36,1,16,135,2,9,2107,0,56,1,1,476,1882,3.0
1379,2094,2340,49,0,16,450,1,5,983,0,1388,1,1,2361,1429,1.0
1383,640,853,65,0,36,128,2,8,2628,0,955,0,1,1274,2257,5.0
1384,2331,1671,31,1,29,300,4,0,2053,0,66,2,3,126,245,2.0
1391,171,1172,45,2,34,33,4,9,2306,0,576,1,3,76,1840,1.0
1396,1940,2293,36,1,14,182,0,1,1520,0,2478,2,2,2542,6,2.0
1398,740,1746,66,1,2,183,0,11,455,0,2262,2,2,655,223,4.0
1400,674,1412,52,0,29,325,3,1,989,0,2514,3,2,1716,2427,2.0
1406,2077,2056,61,2,32,263,0,7,633,0,1167,3,1,882,98,4.0
1412,1833,1314,32,2,28,8,0,6,1537,0,974,0,2,1936,2570,5.0
1417,651,773,67,0,27,695,4,4,177,0,1880,3,1,2104,202,1.0
1418,1536,253,59,1,27,44,1,8,1465,0,2463,1,1,1180,433,5.0
1427,2610,1961,67,2,3,291,4,6,563,0,1736,0,3,1961,951,3.0
1428,1724,280,58,2,32,342,4,8,1326,0,1054,1,1,1201,993,5.0
1433,2295,2713,30,2,41,110,0,4,1762,0,2198,2,2,1834,1492,2.0
1434,195,2281,33,2,7,285,3,12,2221,0,1284,2,1,1470,916,1.0
1435,1471,294,46,1,28,101,0,4,1811,0,2766,3,1,2282,2506,5.0
1444,1204,617,29,1,18,253,4,12,153,0,797,0,0,1864,2236,3.0
1445,1624,2641,63,1,21,305,3,4,1940,0,1225,2,3,915,1932,3.0
1451,1230,1616,69,1,8,569,1,9,474,0,1925,1,1,1819,1184,2.0
1453,2335,226,35,2,11,401,1,13,2323,0,89,0,3,2124,1735,4.0
1457,1968,2004,34,2,11,99,0,7,1611,0,614,1,3,1713,2401,5.0
1458,2137,1163,29,0,21,245,3,14,2359,0,593,2,2,941,1842,2.0
1466,2523,1370,34,1,18,197,3,9,1291,0,1531,3,3,109,2033,5.0
1468,1829,780,34,2,33,575,2,9,2308,0,1841,3,2,628,449,5.0
1469,358,2035,56,0,6,334,4,13,1046,0,1561,0,3,1433,1904,4.0
1481,993,296,34,0,11,269,1,13,827,0,2135,3,0,59,1011,4.0
1482,2099,1264,28,2,21,452,1,7,2271,0,1567,3,1,17,325,4.0
1484,1851,2459,33,0,17,500,3,13,427,0,1830,0,1,78,464,2.0
1487,82,2142,30,1,3,86,1,10,1062,0,2438,1,2,1599,351,3.0
1488,2499,227,50,0,38,156,2,11,480,0,2249,2,2,2506,1784,4.0
1490,73,1290,49,0,0,487,4,13,162,0,2600,2,0,1497,1630,3.0
1491,877,1780,58,0,23,243,3,0,324,0,2116,1,2,529,237,1.0
1492,86,1967,49,2,32,24,2,12,158,0,1535,0,1,2176,2589,5.0
1493,1382,541,34,0,16,180,3,4,1868,0,823,3,2,2181,2472,3.0
1494,7,1165,55,2,10,51,0,13,986,0,315,2,3,622,1716,4.0
1496,2698,710,58,2,37,710,1,1,1230,0,1320,2,0,2293,2304,5.0
1499,2044,934,59,0,5,287,2,11,1837,0,1548,1,1,1456,1291,2.0
1504,840,769,57,1,2,8,4,4,1459,0,1339,1,0,1901,1942,2.0
1514,1861,2423,39,1,9,537,1,1,2478,0,2440,2,1,2215,608,3.0
1524,808,1606,26,1,1,288,1,6,1535,0,1096,0,1,1578,2291,5.0
1527,1867,301,21,2,24,212,2,8,607,0,2605,1,1,967,1775,4.0
1528,1241,2273,23,1,1,206,3,6,441,0,2672,2,3,579,107,5.0
1529,41,973,70,2,39,603,3,15,2472,0,890,1,0,422,2181,1.0
1530,1104,1790,36,0,13,425,4,10,2108,0,2432,2,2,1004,2156,1.0
1533,2588,1015,68,0,17,437,3,14,385,0,751,2,1,706,1194,4.0
1536,1626,610,66,1,6,432,2,12,2117,0,1661,3,1,1667,2338,4.0
1541,2055,1074,50,1,2,152,4,15,2622,0,1032,3,2,962,990,5.0
1545,1512,1903,33,0,37,295,4,8,1453,0,1914,0,3,231,1804,1.0
1547,1226,1730,46,2,21,46,4,6,1346,0,1265,1,0,278,50,3.0
1549,284,1636,54,1,13,25,2,15,2415,0,183,0,3,62,1848,3.0
1554,487,1241,29,2,27,320,0,7,2364,0,1257,1,1,1906,222,2.0
1558,2093,2330,20,1,4,627,4,9,1843,0,627,1,0,2365,2077,3.0
1564,2547,2244,64,0,14,58,2,14,2167,0,893,1,3,977,1313,4.0
1569,2219,1374,47,2,16,712,4,6,227,0,374,0,3,2071,378,1.0
1574,2204,1931,25,1,22,267,0,4,1397,0,744,1,3,1182,1297,4.0
1578,2068,1247,38,0,4,497,4,4,1814,0,931,3,1,2246,1439,2.0
1581,1546,7,62,0,6,544,4,15,2463,0,23,3,0,1687,136,3.0
1583,2673,681,23,2,11,166,1,12,364,0,1508,2,2,789,49,4.0
1584,2471,2310,61,0,0,451,0,10,462,0,1618,0,1,947,1375,2.0
1589,1770,394,55,0,39,592,4,12,105,0,1683,2,0,1993,1766,1.0
1590,1786,1554,61,0,29,544,1,11,1533,0,1524,2,3,1628,1409,5.0
1591,1540,2746,53,1,30,126,2,10,417,0,1779,2,3,722,36,1.0
1594,1670,300,56,1,13,117,3,5,288,0,172,1,1,6,1544,1.0
1596,483,781,27,1,7,687,2,15,1975,0,1515,3,0,250,2295,5.0
1597,1949,631,31,1,20,458,4,2,2327,0,1681,1,1,978,1821,4.0
1599,1162,336,39,0,8,417,0,4,136,0,2768,1,1,1532,739,3.0
1602,2328,270,48,0,3,40,0,12,788,0,1443,0,3,2495,574,1.0
1603,1239,1810,34,1,35,375,4,9,2075,0,558,0,3,84,959,4.0
1604,1718,569,30,0,30,302,4,1,688,0,1328,2,0,895,1029,5.0
1612,896,79,66,2,27,630,1,9,1870,0,153,3,3,1838,679,3.0
1613,2404,1313,56,0,30,385,3,0,1219,0,389,3,3,58,1908,2.0
1614,414,2067,47,2,2,389,1,14,229,0,524,0,2,740,953,1.0
1615,2403,341,60,0,12,683,4,1,1528,0,1157,2,3,1635,67,3.0
1618,2666,269,20,0,18,280,3,10,634,0,1221,0,2,999,119,1.0
1619,2474,1630,63,0,10,493,3,14,1123,0,2318,0,0,2233,2534,1.0
1623,2463,1343,56,2,38,149,0,10,1572,0,1093,2,3,238,1699,5.0
1624,1963,2260,52,0,14,52,1,12,1090,0,2263,1,2,1279,1580,4.0
1629,151,1999,52,1,23,671,3,6,602,0,1969,0,3,1638,337,2.0
1630,9,2297,51,0,18,482,1,8,2644,0,1133,0,3,9,998,4.0
1641,2696,37,36,2,20,200,3,11,1866,0,485,0,2,2027,1697,4.0
1648,302,2740,46,1,8,446,0,8,186,0,938,1,0,1530,370,1.0
1650,865,794,27,1,35,703,3,12,2638,0,2144,0,0,603,536,1.0
1652,1131,1208,18,0,21,319,4,10,403,0,1559,2,3,997,1496,2.0
1653,1110,2458,68,1,11,115,2,11,1725,0,70,2,1,453,704,2.0
1654,60,1396,57,0,18,521,0,4,2558,0,912,2,3,1237,16,4.0
1656,213,814,27,0,14,524,3,2,749,0,2393,1,1,1118,1678,4.0
1660,1250,1204,55,0,19,100,2,6,1475,0,467,0,1,505,23,4.0
1661,2657,894,29,1,6,600,0,4,2163,0,881,1,3,151,2272,5.0
1663,694,545,50,0,0,626,4,8,1128,0,1934,3,3,175,1475,1.0
1665,77,680,69,2,22,638,3,4,558,0,2730,3,3,898,10,5.0
1669,2116,357,69,1,41,334,3,7,2098,0,2334,3,0,45,506,4.0
1670,638,1363,45,1,29,613,1,0,408,0,1907,1,3,2526,2504,4.0
1674,1782,1360,68,2,35,123,0,5,1639,0,2278,1,2,519,2203,5.0
1675,675,384,68,0,12,364,1,9,407,0,2193,2,1,2041,342,5.0
1677,1025,2235,63,0,26,128,3,3,2382,0,2623,2,2,1207,1661,4.0
1680,2541,488,18,2,26,528,3,1,1109,0,851,0,3,2227,71,2.0
1686,2156,342,70,0,1,288,3,11,307,0,372,2,2,1500,1369,3.0
1687,549,2702,27,2,21,347,2,13,1050,0,83,3,0,1706,43,2.0
1692,1023,2661,42,2,20,607,3,14,1701,0,1944,1,0,595,2538,3.0
1700,162,1410,53,0,31,419,4,13,1929,0,940,2,1,1420,1555,2.0
1701,1937,1381,24,1,37,113,0,2,1609,0,905,3,1,768,1888,5.0
1703,1474,1771,54,0,13,646,3,13,1137,0,1960,3,0,1932,2441,2.0
1704,1502,725,59,1,3,628,1,9,1533,0,1462,3,0,1692,2515,4.0
1706,55,404,21,1,20,186,0,14,1078,0,529,2,1,1464,590,2.0
1710,2124,806,62,1,5,48,2,1,605,0,575,1,1,2389,862,4.0
1711,1765,938,29,0,11,648,2,6,122,0,728,1,0,1028,77,2.0
1715,1430,1398,27,0,38,366,3,8,794,0,1659,0,0,2404,1379,2.0
1716,2315,2096,20,0,25,250,3,10,1783,0,2424,2,2,2120,2464,1.0
1718,2585,2584,51,1,25,325,4,13,183,0,2330,3,3,2295,2278,3.0
1719,1284,2738,30,1,31,485,1,5,2521,0,2186,3,0,922,1305,5.0
1722,1477,2047,41,1,10,153,3,2,1567,0,157,2,2,1552,2332,1.0
1723,1004,2143,31,2,39,363,4,1,2194,0,506,1,2,1570,11,1.0
1725,1357,1892,36,0,0,580,3,8,354,0,2235,0,3,2337,2535,1.0
1727,59,1791,47,1,39,548,1,14,2574,0,1338,0,0,2172,1198,1.0
1732,2500,1645,34,1,36,8,2,14,304,0,1987,1,1,1408,656,2.0
1733,1108,81,39,1,40,390,4,7,940,0,986,3,3,1618,1303,2.0
1735,1422,858,25,0,36,464,4,1,860,0,707,3,0,858,1025,3.0
1737,2503,2114,41,1,17,489,1,13,1956,0,420,1,3,2304,936,5.0
1742,1384,684,22,2,40,414,4,7,539,0,1527,1,0,1105,1272,3.0
1743,2347,1446,22,1,22,564,4,9,1584,0,1500,3,0,441,795,5.0
1748,1671,2605,36,0,25,239,2,8,2506,0,2079,1,1,1710,761,1.0
1753,911,366,69,1,25,147,2,3,1026,0,2585,0,0,1700,83,5.0
1755,2238,2358,29,1,20,132,0,13,2258,0,1196,1,3,1772,1994,5.0
1756,477,1688,35,2,8,386,4,5,511,0,982,2,0,1404,2238,3.0
1762,1773,834,50,1,4,157,2,7,1144,0,800,3,3,2029,1521,5.0
1765,843,1725,40,0,27,409,3,10,2281,0,1849,2,0,231,2598,2.0
1766,92,669,23,2,32,436,3,0,2065,0,2543,1,1,2192,727,5.0
1768,2005,1067,57,0,30,349,3,9,1730,0,1526,2,0,1451,2379,4.0
1773,801,2058,48,2,13,221,2,10,193,0,2643,2,2,1832,2270,3.0
1779,516,2290,35,1,34,159,4,13,148,0,1416,1,0,132,1237,3.0
1782,211,159,45,0,17,144,3,8,1447,0,2471,1,3,643,2235,3.0
1783,1807,2610,66,1,35,697,4,0,2192,0,533,2,2,26,177,2.0
1784,425,829,63,1,10,567,4,1,484,0,290,0,1,2353,1946,3.0
1785,44,1745,62,1,35,372,3,4,1480,0,1191,3,0,348,639,3.0
1786,222,663,56,2,1,576,3,6,31,0,136,2,1,654,1871,4.0
1805,1527,1469,43,2,37,690,3,9,2195,0,1428,0,3,1510,1558,1.0
1806,1830,1217,42,0,39,442,3,4,611,0,112,2,3,389,141,1.0
1807,784,446,59,0,24,532,3,0,2307,0,874,3,2,1554,1393,5.0
1808,1781,1011,48,1,3,54,0,1,207,0,2516,3,2,352,8,5.0
1813,2132,1439,61,0,36,703,0,15,2019,0,1804,0,1,420,626,5.0
1820,856,2232,34,1,41,228,4,1,1689,0,450,1,3,1697,1934,1.0
1825,179,655,66,0,16,15,4,8,1817,0,990,1,3,259,840,1.0
1826,155,1259,55,0,7,516,0,6,1792,0,115,1,0,2001,798,2.0
1828,1622,582,63,2,1,389,2,4,2475,0,436,0,3,1737,1484,2.0
1836,1409,2044,51,2,20,588,4,0,2332,0,825,0,0,36,493,4.0
1838,231,2507,28,1,7,19,0,7,437,0,515,3,1,1908,979,5.0
1839,2555,1591,18,2,19,230,3,15,918,0,2552,2,0,22,2522,4.0
1846,1887,2495,38,2,1,186,2,5,697,0,2224,2,2,1461,390,4.0
1847,1285,1122,27,1,27,706,4,13,444,0,1772,1,0,2122,589,3.0
1853,298,1174,67,0,37,25,4,1,1201,0,2291,2,2,85,1444,2.0
1854,1909,495,49,2,28,642,4,12,1601,0,38,1,2,2352,1624,2.0
1858,447,1399,45,0,17,331,4,12,1810,0,2204,0,3,576,2326,2.0
1862,2090,1897,38,1,11,232,2,6,730,0,1691,3,0,2470,2422,5.0
1865,797,846,33,0,39,194,2,0,114,0,1358,3,2,842,199,3.0
1866,622,463,36,0,13,76,4,2,2452,0,944,0,0,1576,130,4.0
1867,2168,821,54,2,37,84,3,15,149,0,1609,2,2,192,210,2.0
1876,20,1775,43,1,38,388,2,6,335,0,1874,2,1,1717,1975,4.0
1883,2360,1008,48,0,31,686,2,7,2074,0,33,1,3,415,895,2.0
1885,1643,461,49,1,6,388,3,8,2136,0,1349,1,1,572,1377,1.0
1887,418,437,59,1,24,271,1,11,2670,0,1138,1,0,461,642,1.0
1888,2420,368,33,2,29,607,1,4,457,0,2560,1,0,123,1531,2.0
1896,382,1388,52,2,22,243,1,7,568,0,2488,3,0,2611,126,3.0
1897,145,1201,22,1,8,76,2,10,639,0,222,3,3,1954,1797,3.0
1898,2701,2267,58,2,8,558,4,2,2310,0,1890,3,1,2508,753,3.0
1902,1420,191,35,0,18,454,1,10,218,0,1218,2,2,299,1072,3.0
1903,2423,2413,19,2,36,449,1,6,837,0,2032,3,1,1181,2136,3.0
1906,587,2003,34,1,16,460,3,12,2418,0,550,0,0,933,941,4.0
1917,1213,256,29,2,23,179,1,13,1919,0,1313,3,2,1761,1396,5.0
1918,733,2462,36,1,33,54,2,5,2503,0,324,1,1,2245,73,3.0
1919,375,2328,28,0,28,708,2,1,1667,0,1697,0,3,276,2117,5.0
1920,730,58,22,1,38,343,0,1,2566,0,584,1,0,1212,2331,2.0
1922,1049,1230,56,1,13,384,3,8,824,0,945,0,3,2053,2003,1.0
1926,2176,563,61,2,9,118,2,9,801,0,336,1,0,955,255,1.0
1928,562,1526,41,0,22,25,4,0,727,0,2365,3,1,1246,2512,5.0
1933,686,1535,30,2,41,661,2,1,1457,0,2322,1,2,1422,1895,5.0
1936,2195,418,29,2,21,439,3,1,551,0,1992,1,0,1329,1300,2.0
1939,2557,1551,37,2,17,277,0,11,619,0,1570,0,2,875,982,5.0
1941,894,1158,59,0,13,39,3,9,1218,0,641,1,3,2266,591,5.0
1945,1424,1605,43,0,10,340,3,0,1626,0,557,1,3,547,35,2.0
1950,1149,1740,43,2,19,619,1,15,947,0,1916,1,0,263,39,2.0
1951,1928,2361,70,0,22,160,1,15,71,0,379,1,1,2156,520,1.0
1955,1906,2318,61,2,2,81,0,12,1555,0,1532,3,2,14,1855,5.0
1957,2153,429,24,0,8,213,4,15,1483,0,1603,3,2,716,1095,1.0
1958,1521,566,60,1,7,84,3,6,2441,0,2626,3,1,795,891,3.0
1962,1824,2358,31,0,36,177,0,13,317,0,193,3,0,701,1659,1.0
1966,700,308,30,0,6,471,0,0,786,0,1194,3,0,330,193,4.0
1968,6,1844,19,1,1,647,0,14,1322,0,884,0,0,1926,1573,2.0
1978,608,2150,59,1,21,473,3,0,1457,0,1471,1,0,73,2065,3.0
1979,2469,1784,28,1,0,38,2,8,277,0,2547,2,1,1507,699,4.0
1981,456,1900,63,1,29,13,4,4,2263,0,471,2,0,1113,2489,1.0
1985,2542,1216,39,0,32,147,4,12,436,0,864,1,1,162,1232,3.0
1992,508,90,30,2,38,425,2,5,1953,0,1626,2,1,1817,1561,2.0
1994,725,2357,66,1,33,370,0,4,1221,0,1722,3,1,1434,1592,1.0
1995,2293,2697,68,0,7,21,3,10,1130,0,2185,3,0,1394,2448,4.0
1998,501,2377,28,0,32,236,0,12,1949,0,2342,3,1,1479,1337,2.0
2004,2340,517,60,1,29,205,1,8,2113,0,949,0,0,1923,65,1.0
2008,2520,1627,55,2,4,183,3,14,1843,0,1250,0,3,122,1889,3.0
2012,1248,104,39,1,21,585,1,4,1021,0,2370,0,3,1912,1092,1.0
2023,2297,1581,62,2,20,408,0,10,358,0,2459,1,3,1641,1031,4.0
2031,1109,2057,29,0,37,137,2,2,848,0,1591,0,1,825,829,4.0
2036,67,571,61,1,8,462,1,9,901,0,2445,3,1,2061,2513,3.0
2037,2420,1083,48,0,4,260,0,4,2397,0,283,0,3,321,755,4.0
2062,1397,1550,22,1,24,83,1,14,1388,0,1222,1,1,1740,1805,5.0
2064,2486,2136,64,2,24,378,3,7,1011,0,924,2,1,703,981,4.0
2066,2604,1115,53,2,26,645,4,2,1630,0,1598,1,2,91,287,5.0
2068,769,1823,63,2,1,385,3,14,2188,0,2656,1,0,284,1247,5.0
2072,352,71,46,0,17,271,0,15,964,0,1852,1,3,2374,21,4.0
2075,690,674,21,1,38,624,1,7,704,0,59,0,2,2612,2479,3.0
2078,1752,2291,58,2,29,151,4,5,725,0,2631,0,3,242,88,4.0
2083,511,128,34,2,41,68,3,15,2505,0,1616,0,2,892,12,5.0
2086,115,219,33,1,29,171,2,12,682,0,732,1,3,548,2568,4.0
2090,2699,26,60,2,21,350,3,0,598,0,856,2,3,1291,1634,4.0
2092,775,1891,34,0,25,647,1,7,306,0,2475,3,1,1525,1501,5.0
2095,1178,2737,48,2,20,82,1,5,1658,0,2130,1,1,1220,127,3.0
2097,2459,1978,45,1,17,345,3,14,101,0,2763,0,2,1453,2209,3.0
2098,2048,731,31,1,40,482,2,7,1654,0,1127,3,2,1121,1073,3.0
2101,2339,1870,66,1,1,666,1,14,855,0,1649,3,2,7,37,5.0
2102,1237,241,18,0,31,229,0,6,14,0,757,0,1,349,1177,4.0
2104,1817,1344,22,0,21,595,2,15,624,0,1162,3,1,557,1600,2.0
2105,1787,1895,27,2,1,39,4,15,1707,0,1859,3,2,1724,1546,1.0
2107,862,457,46,0,10,403,3,14,1607,0,1185,3,3,920,323,1.0
2110,259,1910,45,1,26,556,2,11,1442,0,2758,2,2,2606,2621,4.0
2116,1715,1213,67,1,13,294,3,10,2588,0,275,2,3,569,1190,3.0
2125,2358,215,38,0,31,352,4,12,40,0,1789,1,3,48,528,3.0
2128,967,755,36,0,22,610,3,10,236,0,952,2,3,1768,808,2.0
